Date,Ticker,Open,High,Low,Close,Volume,Target,Return_5,Return_10,Volatility_20,Probability
2020-03-26,SOXL,6.469333171844482,7.266666889190674,6.266666889190674,7.205333232879639,55215000.0,1,0.5455454645597595,0.05919238492419887,3.9946455967115626,0.6810071125840513
2020-03-27,SOXL,6.47866678237915,6.815332889556885,6.048666954040527,6.0960001945495605,51672000.0,1,0.42986729348204533,-0.29618222329588884,3.888606273693824,0.9608138699175037
2020-03-30,SOXL,6.330667018890381,6.798666954040527,6.157332897186279,6.751999855041504,39718500.0,1,0.448927054963568,0.26949100923224956,3.6040717010793877,0.5480033682132842
2020-03-31,SOXL,6.76200008392334,7.082666873931885,6.164000034332275,6.315999984741211,50964000.0,1,0.010667871425790842,0.08015056334038073,3.4036398479148007,0.48325278577672826
2020-04-01,SOXL,5.687333106994629,6.156000137329102,5.1066670417785645,5.294000148773193,47541000.0,1,-0.11835238815761417,0.2216924316474056,2.935563093168741,0.8516194734161388
2020-04-02,SOXL,5.184000015258789,5.797332763671875,5.175333023071289,5.778666973114014,43654500.0,1,-0.19800142667314946,0.23952525758871146,2.4873296352736585,0.8533329976423835
2020-04-03,SOXL,5.783999919891357,5.960667133331299,5.208000183105469,5.435332775115967,43627500.0,1,-0.10837719789187295,0.27490228285722496,2.015244549955873,0.8635883617864999
2020-04-06,SOXL,6.133333206176758,7.179333209991455,6.125999927520752,7.102666854858398,51997500.0,1,0.051935279523897204,0.5241774865728381,1.8635605640263562,0.5369024039281347
2020-04-07,SOXL,7.909333229064941,7.97933292388916,6.9806671142578125,7.013332843780518,79462500.0,1,0.11040735603609719,0.12225303894054251,1.3862658447777068,0.4290187331783992
2020-04-08,SOXL,7.3933329582214355,7.802000045776367,7.064000129699707,7.716000080108643,50287500.0,1,0.4574990297075665,0.2850005388042707,1.1635485347078005,0.5094540962804796
2020-04-09,SOXL,8.040666580200195,8.22933292388916,6.986000061035156,7.210000038146973,75898500.0,1,0.24769260310248353,0.0006476876386560804,1.180387972108508,0.49739863215910957
2020-04-13,SOXL,7.159999847412109,7.5233330726623535,6.9633331298828125,7.46999979019165,36957000.0,1,0.37434083601850343,0.22539362726244394,1.0689123280193604,0.5189204352312461
2020-04-14,SOXL,7.992667198181152,8.492667198181152,7.940667152404785,8.461999893188477,51487500.0,1,0.191383471322502,0.25325830492578727,1.1828437025305716,0.3845564420923418
2020-04-15,SOXL,7.972667217254639,7.973999977111816,7.505332946777344,7.775332927703857,37128000.0,1,0.10865020966445194,0.23105334808236866,1.2307360485399748,0.4116618886953686
2020-04-16,SOXL,8.157333374023438,8.434666633605957,7.834000110626221,8.347332954406738,47277000.0,1,0.08182126331564343,0.5767534415995643,1.2221259536415159,0.610692089871814
2020-04-17,SOXL,8.856666564941406,8.887999534606934,8.266667366027832,8.564000129699707,47445000.0,1,0.18779474124673134,0.4820027126575752,1.2262835658112656,0.4750148933528564
2020-04-20,SOXL,8.200667381286621,8.566666603088379,8.0,8.011333465576172,35502000.0,1,0.07246769619663307,0.47393615019371915,1.1182275311335244,0.564422302734661
2020-04-21,SOXL,7.642666816711426,7.77400016784668,6.767333030700684,6.886000156402588,60042000.0,1,-0.18624435791526028,-0.03050497832481125,0.9897508256298057,0.9347128921327442
2020-04-22,SOXL,7.495333194732666,8.183333396911621,7.413332939147949,8.03933334350586,37150500.0,1,0.03395358350011701,0.14629285713071605,1.0006483281668663,0.44453029110011033
2020-04-23,SOXL,8.080666542053223,8.33666706085205,7.75333309173584,7.835332870483398,42906000.0,1,-0.061336966755716094,0.015465628452025149,0.9812278561888209,0.7448985140059912
2020-04-24,SOXL,7.863999843597412,8.378000259399414,7.626667022705078,8.333999633789062,34429500.0,1,-0.02685666656087604,0.15589453393830577,1.0154974019212935,0.5709468832475263
